CompanyId,AsOfDate,SegmentName,SegmentDescription,SubIndustry
Q6DSX7VOVQ,2024-12-31,Plumbing Products,"Plumbing Products segment includes faucets, plumbing system components and valves, showerheads and handheld showers, bath hardware and accessories, bath units, tubs and shower bases and enclosures, shower drains, steam shower systems, sinks, kitchen accessories, toilets, spas, exercise pools and fitness systems and water handling systems.",3104003099
KDSDTEQNWE,2024-12-31,Corporate,"Corporate segment consists of general corporate activities, including providing support services to MBIA Inc.’s subsidiaries and asset and capital management. Support services are provided by service company, MBIA Services, and include, among others, management, legal, accounting, treasury, information technology, and insurance portfolio surveillance, on a fee-for-service basis. Capital management includes activities related to servicing obligations issued by MBIA Inc.",3102001099
KDSDTEQNWE,2024-12-31,International and Structured Finance Insurance,"International and Structured Finance Insurance segment is principally conducted through MBIA Corp. The financial guarantees issued by MBIA Corp. generally provide unconditional and irrevocable guarantees of the payment of principal of, and interest or other amounts owing on, non-U.S. public finance and global structured finance insured obligations when due, or in the event MBIA Corp. has the right, at its discretion, to accelerate insured obligations upon default or otherwise.",1034004099
KDSDTEQNWE,2024-12-31,United States (U.S.) Public Finance Insurance,"United States (U.S.) Public Finance Insurance portfolio is managed through National. The financial guarantees issued by National provide unconditional and irrevocable guarantees of the payment of the principal of, and interest or other amounts owing on, U.S. public finance insured obligations when due. The obligations are not subject to acceleration, except that National may have the right, at its discretion, to accelerate insured obligations upon default or otherwise.",1034004099
2MRQ6X65LQ,2024-12-31,Single segment,Maxus Realty Trust Inc assets are comprised of multifamily apartment communities.,1042005001
IWEQYZ5TE6,2024-11-30,Flavor Solutions,"Flavor Solutions segment manufactures, markets and distributes spices, herbs, seasoning mixes, condiments and other flavorful products throughout the world. Flavor Solutions segment sells to food manufacturers and the foodservice industry both directly and indirectly through distributors, with the exception of the company's business in China, where foodservice sales are managed by and reported in the Consumer segment.",2052504001
OY4Q3ADVLQ,2024-03-31,International,"International segment provides distribution and services to wholesale, institutional, and retail customers in Canada and Europe where the company owns, partners, or franchises with retail pharmacies, and support better, safer patient care by delivering vital medicines, supplies, and information technology solutions.",2067001002
OY4Q3ADVLQ,2024-03-31,Prescription Technology Solutions,"Prescription Technology Solutions segment helps solve medication access, affordability, and adherence challenges for patients by working across healthcare to connect patients, pharmacies, providers, pharmacy benefit managers, health plans, and biopharma.",2067001099
OY4Q3ADVLQ,2024-03-31,United States (US) Pharmaceutical,"United States (US) Pharmaceutical segment distributes branded, generic, specialty, biosimilar and over-the-counter (OTC) pharmaceutical drugs, and other healthcare-related products in the United States (U.S.). This segment provides practice management, technology, clinical support, and business solutions to community-based oncology and other specialty practices.",2067001002
OY4Q3ADVLQ,2024-03-31,Medical-Surgical Solutions,"Medical-Surgical Solutions segment provides medical-surgical supply distribution, logistics, and other services to healthcare providers, including physician offices, surgery centers, nursing homes, hospital reference labs, and home health care agencies.",2067001001
IGREG7RRLW,2024-12-31,Commodity Insights,Commodity Insights is a leading independent provider of information and benchmark prices for the commodity and energy markets.,1033002003
IGREG7RRLW,2024-12-31,Engineering Solutions,"Engineering Solutions is a provider of engineering standards and related technical knowledge, and the results are included through that date.",1033002003
IGREG7RRLW,2024-12-31,Indices,"Indices is a global index provider maintaining a wide variety of valuation and index benchmarks for investment advisors, wealth managers and institutional investors.",1033002003
IGREG7RRLW,2024-12-31,Market Intelligence,Market Intelligence is a global provider of multi-asset-class data and analytics integrated with purpose-built workflow solutions.,1033002003
IGREG7RRLW,2024-12-31,Mobility,"Mobility is a leading provider of solutions serving the full automotive value chain including vehicle manufacturers (Original Equipment Manufacturers or OEMs), automotive suppliers, mobility service providers, retailers, consumers, and finance and insurance companies.",1033002003
IGREG7RRLW,2024-12-31,Ratings,"Ratings is an independent provider of credit ratings, research, and analytics, offering investors and other market participants information, ratings and benchmarks.",1033002002
